chr	start
chr21	24349698
chr21	24353943
chr21	24385333
chr21	24385349
chr21	24385371
chr21	24385380
chr21	24385396
chr21	24385399
chr21	24385406
chr21	24434713
chr21	24436840
chr21	24436888
chr21	24436929
chr21	24436960
chr21	24436981
chr21	24436985
chr21	24437018
chr21	24437027
chr21	24437034
chr21	24459477
chr21	24459511
chr21	24459527
chr21	24459565
chr21	24459567
chr21	24459571
chr21	24464166
chr21	24464238
chr21	24473557
chr21	24473567
chr21	24473579
chr21	24473591
chr21	24473598
chr21	24473617
chr21	24473624
chr21	24473630
chr21	24473632
chr21	24641602
chr21	24641609
chr21	24641618
chr21	24641655
chr21	24674743
chr21	24674900
chr21	24674973
chr21	24716584
chr21	24716604
chr21	24716618
chr21	24716625
chr21	24716629
chr21	24716634
chr21	24716665
chr21	24716674
chr21	24716678
chr21	24737295
chr21	24737299
chr21	24737311
chr21	24737344
chr21	24737346
chr21	24739507
chr21	24739529
chr21	24762773
chr21	24796074
chr21	24796078
chr21	24796082
chr21	24796084
chr21	24796094
chr21	24796096
chr21	24796115
chr21	24796212
chr21	24796216
chr21	24796218
chr21	24796248
chr21	24796261
chr21	24796265
chr21	24807331
chr21	24807351
chr21	24807372
chr21	24807409
chr21	24807419
chr21	24807421
chr21	24807425
chr21	24829098
chr21	24829102
chr21	24829110
chr21	24829114
chr21	24829158
chr21	24829173
chr21	24829190
chr21	24829196
chr21	24829198
chr21	24829220
chr21	24829228
chr21	24829236
chr21	24829281
chr21	24888092
chr21	24888096
chr21	24888098
chr21	24888145
chr21	24888152
chr21	24888166
chr21	24888197
chr21	24888249
chr21	24888261
chr21	24888305
chr21	24935191
chr21	24974527
chr21	24974543
chr21	24974548
chr21	24974557
chr21	24974595
chr21	24974597
chr21	24974601
chr21	24982907
chr21	24982915
chr21	24982923
chr21	24982948
chr21	24982953
chr21	24982970
chr21	24982977
chr21	25008514
chr21	25008521
chr21	25008559
chr21	25008561
chr21	25008584
chr21	25008591
chr21	25025656
chr21	25025660
chr21	25025672
chr21	25025692
chr21	25025700
chr21	25025705
chr21	25025709
chr21	25025730
chr21	25028352
chr21	25028384
chr21	25028398
chr21	25028405
chr21	25028409
chr21	25028414
chr21	25028442
chr21	25028452
chr21	25028454
chr21	25028458
chr21	25045868
chr21	25045880
chr21	25045884
chr21	25045928
chr21	25045943
chr21	25045955
chr21	25045960
chr21	25045970
chr21	25064189
chr21	25064224
chr21	25064232
chr21	25064256
chr21	25106757
chr21	25106760
chr21	25106762
chr21	25106771
chr21	25106799
chr21	25106804
chr21	25106808
chr21	25106835
chr21	25106836
chr21	25106849
chr21	25106850
chr21	25106889
chr21	25106890
chr21	25106893
chr21	25106901
chr21	25106905
chr21	25106987
chr21	25107011
chr21	25107027
chr21	25115582
chr21	25115588
chr21	25115594
chr21	25115622
chr21	25115635
chr21	25115642
chr21	25115656
chr21	25128642
chr21	25128648
chr21	25130251
chr21	25130255
chr21	25130257
chr21	25130295
chr21	25130304
chr21	25130311
chr21	25130356
chr21	25159344
chr21	25159358
chr21	25159371
chr21	25159388
chr21	25159393
chr21	25159402
chr21	25159420
chr21	25180262
chr21	25180334
chr21	25180336
chr21	25180367
chr21	25180385
chr21	25180386
chr21	25180394
chr21	25180398
chr21	25180410
chr21	25180425
chr21	25180437
chr21	25180439
chr21	25180469
chr21	25180477
chr21	25180502
chr21	25180512
chr21	25180539
chr21	25180541
chr21	25180568
chr21	25180570
chr21	25180578
chr21	25180580
chr21	25221234
chr21	25221268
chr21	25221284
chr21	25229666
chr21	25229695
chr21	25229705
chr21	25229753
chr21	25229787
chr21	25229789
chr21	25229797
chr21	25229805
chr21	25229820
chr21	25233802
chr21	25233805
chr21	25233817
chr21	25233850
chr21	25233861
chr21	25233998
chr21	25234028
chr21	25234036
chr21	25234175
chr21	25248444
chr21	25253813
chr21	25277240
chr21	25277282
chr21	25277339
chr21	25277344
chr21	25277372
chr21	25277383
chr21	25277387
chr21	25318338
chr21	25318358
chr21	25318362
chr21	25318374
chr21	25318407
chr21	25318418
chr21	25318463
chr21	25318468
chr21	25318496
chr21	25318506
chr21	25318508
chr21	25318512
chr21	25320534
chr21	25320601
chr21	25320602
chr21	25320607
chr21	25320608
chr21	25320619
chr21	25320668
chr21	25351357
chr21	25351361
chr21	25351363
chr21	25351373
chr21	25351401
chr21	25351406
chr21	25351410
chr21	25351417
chr21	25351431
chr21	25351449
chr21	25351462
chr21	25384697
chr21	25384728
chr21	25384753
chr21	25384758
chr21	25384786
chr21	25384801
chr21	25498871
chr21	25498877
chr21	25498916
chr21	25498920
chr21	25498941
chr21	25498961
chr21	25498972
chr21	25499002
chr21	25499006
chr21	25499011
chr21	25499014
chr21	25499016
chr21	25618266
chr21	25618273
chr21	25618317
chr21	25645268
chr21	25645535
chr21	25645536
chr21	25645642
chr21	25819086
chr21	25819268
chr21	25839955
chr21	25839959
chr21	25839961
chr21	25839971
chr21	25840015
chr21	25840016
chr21	25840029
chr21	25840030
chr21	25840035
chr21	25840036
chr21	25840049
chr21	25840050
chr21	25840057
chr21	25840058
chr21	25840090
chr21	25871161
chr21	25871164
chr21	25871166
chr21	25871176
chr21	25871218
chr21	25871254
chr21	25871294
chr21	25871298
chr21	25871306
chr21	25871310
chr21	25871330
chr21	25871369
chr21	25938038
chr21	25938042
chr21	25938044
chr21	25938082
chr21	25938087
chr21	25960654
chr21	25960662
chr21	25960698
chr21	25960743
chr21	25960750
chr21	25960754
chr21	25960787
chr21	25960799
chr21	25960803
chr21	25964067
chr21	25964071
chr21	25964110
chr21	25964116
chr21	25964120
chr21	25964125
chr21	26008129
chr21	26008181
chr21	26008218
chr21	26008228
chr21	26008230
chr21	26008234
chr21	26011407
chr21	26011487
chr21	26015575
chr21	26015623
chr21	26015626
chr21	26015629
chr21	26015684
chr21	26018429
chr21	26018461
chr21	26018483
chr21	26018491
chr21	26018499
chr21	26018534
chr21	26018546
chr21	26018611
chr21	26018637
chr21	26062473
chr21	26062480
chr21	26062520
chr21	26062526
chr21	26086100
chr21	26086125
chr21	26139946
chr21	26139980
chr21	26139991
chr21	26140024
chr21	26140034
chr21	26140036
chr21	26140040
chr21	26169497
chr21	26169513
chr21	26181054
chr21	26208290
chr21	26219182
chr21	26219317
chr21	26219414
chr21	26219484
chr21	26278097
chr21	26278101
chr21	26278113
chr21	26278141
chr21	26278150
chr21	26278173
chr21	26278204
chr21	26332794
chr21	26332816
chr21	26332853
chr21	26332869
chr21	26367268
chr21	26367356
chr21	26367457
chr21	26396324
chr21	26396344
chr21	26396358
chr21	26396374
chr21	26396402
chr21	26396414
chr21	26396418
chr21	26424232
chr21	26424237
chr21	26424247
chr21	26424262
chr21	26424300
chr21	26491065
chr21	26504159
chr21	26626157
chr21	26626163
chr21	26626173
chr21	26626210
chr21	26626214
chr21	26626221
chr21	26656375
chr21	26656389
chr21	26656506
chr21	26656513
chr21	26656538
chr21	26734240
chr21	26734244
chr21	26734249
chr21	26734310
chr21	26734316
chr21	26734337
chr21	26734355
chr21	26737131
chr21	26737165
chr21	26737172
chr21	26737181
chr21	26737209
chr21	26737221
chr21	26737225
chr21	26754835
chr21	26756517
chr21	26756528
chr21	26756548
chr21	26756562
chr21	26756573
chr21	26756606
chr21	26756616
chr21	26756618
chr21	26756622
chr21	26859152
chr21	26859186
chr21	26859193
chr21	26859242
chr21	26859246
chr21	26922868
chr21	26923060
chr21	26923069
chr21	26923080
chr21	26931727
chr21	26931731
chr21	26931756
chr21	26931758
chr21	26931772
chr21	26931781
chr21	26931788
chr21	26931844
chr21	26931856
chr21	26934273
chr21	26934277
chr21	26934290
chr21	26980216
chr21	26980234
chr21	26980250
chr21	26980252
chr21	26980275
chr21	26980313
chr21	26980346
chr21	26980353
chr21	26980376
chr21	26998442
chr21	27012002
chr21	27012025
chr21	27012044
chr21	27054016
chr21	27054032
chr21	27071756
chr21	27071760
chr21	27071772
chr21	27071800
chr21	27071809
chr21	27071816
chr21	27071850
chr21	27071861
chr21	27102508
chr21	27105002
chr21	27105014
chr21	27106665
chr21	27106708
chr21	27106732
chr21	27106794
chr21	27106816
chr21	27106822
chr21	27106826
chr21	27106830
chr21	27106962
chr21	27106982
chr21	27107005
chr21	27107026
chr21	27107599
chr21	27107609
chr21	27107629
chr21	27107639
chr21	27107651
chr21	27107655
chr21	27107662
chr21	27107672
chr21	27151851
chr21	27151859
chr21	27151865
chr21	27151884
chr21	27151891
chr21	27151903
chr21	27151910
chr21	27151975
chr21	27152018
chr21	27153151
chr21	27153155
chr21	27153189
chr21	27153194
chr21	27153198
chr21	27153219
chr21	27153239
chr21	27169978
chr21	27169982
chr21	27169994
chr21	27170022
chr21	27170031
chr21	27184740
chr21	27184748
chr21	27184802
chr21	27184806
chr21	27184848
chr21	27184897
chr21	27184951
chr21	27200859
chr21	27200867
chr21	27200879
chr21	27200899
chr21	27200913
chr21	27200924
chr21	27200929
chr21	27200957
chr21	27200967
chr21	27200969
chr21	27200973
chr21	27207320
chr21	27207410
chr21	27224665
chr21	27238955
chr21	27239009
chr21	27239106
chr21	27239121
chr21	27239168
chr21	27239174
chr21	27245084
chr21	27245108
chr21	27245128
chr21	27245132
chr21	27245140
chr21	27245175
chr21	27245186
chr21	27245206
chr21	27245220
chr21	27245231
chr21	27245236
chr21	27245264
chr21	27245274
chr21	27245276
chr21	27245280
chr21	27247611
chr21	27247623
chr21	27247627
chr21	27247749
chr21	27247790
chr21	27272796
chr21	27273035
chr21	27273079
chr21	27273084
chr21	27273095
chr21	27273128
chr21	27281297
chr21	27281301
chr21	27281304
chr21	27281346
chr21	27281350
chr21	27281357
chr21	27281371
chr21	27281391
chr21	27287056
chr21	27287067
chr21	27287101
chr21	27287108
chr21	27287112
chr21	27287117
chr21	27287145
chr21	27287161
chr21	27290985
chr21	27290997
chr21	27291000
chr21	27291007
chr21	27291031
chr21	27291043
chr21	27291049
chr21	27291055
chr21	27291057
chr21	27291098
chr21	27291104
chr21	27291125
chr21	27307000
chr21	27307028
chr21	27371271
chr21	27371326
chr21	27371343
chr21	27371403
chr21	27371531
chr21	27371538
chr21	27371563
chr21	27371639
chr21	27371667
chr21	27371744
chr21	27371758
chr21	27382091
chr21	27382156
chr21	27382193
chr21	27382263
chr21	27382846
chr21	27382890
chr21	27389438
chr21	27389446
chr21	27389468
chr21	27389500
chr21	27389563
chr21	27399800
chr21	27399841
chr21	27399863
chr21	27420439
chr21	27420553
chr21	27434029
chr21	27434198
chr21	27437055
chr21	27437209
chr21	27437231
chr21	27437263
chr21	27449129
chr21	27449145
chr21	27449154
chr21	27449161
chr21	27449195
chr21	27456656
chr21	27456680
chr21	27456700
chr21	27456711
chr21	27456745
chr21	27456756
chr21	27456793
chr21	27456798
chr21	27456807
chr21	27456815
chr21	27456835
chr21	27456844
chr21	27456846
chr21	27456850
chr21	27467408
chr21	27467441
chr21	27467451
chr21	27469271
chr21	27469438
chr21	27470119
chr21	27470123
chr21	27470125
chr21	27470168
chr21	27470193
chr21	27470224
chr21	27480924
chr21	27480930
chr21	27480941
chr21	27480969
chr21	27480983
chr21	27480999
chr21	27543351
chr21	27544695
chr21	27544750
chr21	27544797
chr21	27551985
chr21	27584762
chr21	27584794
chr21	27584795
chr21	27584804
chr21	27584805
chr21	27584879
chr21	27584882
chr21	27605078
chr21	27605092
chr21	27656232
chr21	27656324
chr21	27656334
chr21	27656362
chr21	27656367
chr21	27656423
chr21	27657397
chr21	27657401
chr21	27657413
chr21	27657441
chr21	27657446
chr21	27657457
chr21	27657471
chr21	27657502
chr21	27659142
chr21	27659153
chr21	27659187
chr21	27659203
chr21	27659231
chr21	27659247
chr21	27707328
chr21	27707352
chr21	27707363
chr21	27707450
chr21	27722512
chr21	27762826
chr21	27762856
chr21	27762940
chr21	27775544
chr21	27775709
chr21	27784659
chr21	27784788
chr21	27806929
chr21	27806960
chr21	27806974
chr21	27807018
chr21	27807028
chr21	27807030
chr21	27807034
chr21	27916015
chr21	27916022
chr21	27916053
chr21	27916097
chr21	27959307
chr21	27959351
chr21	27999520
chr21	27999527
chr21	27999531
chr21	27999574
chr21	27999580
chr21	28114990
chr21	28115001
chr21	28115035
chr21	28115046
chr21	28115095
chr21	28142880
chr21	28142884
chr21	28142886
chr21	28142890
chr21	28142896
chr21	28142924
chr21	28142933
chr21	28142940
chr21	28142954
chr21	28142974
chr21	28142985
chr21	28215648
chr21	28215691
chr21	28215755
chr21	28215757
chr21	28215838
chr21	28218597
chr21	28218636
chr21	28218639
chr21	28218647
chr21	28218672
chr21	28219073
chr21	28219119
chr21	28219141
chr21	28219166
chr21	28228445
chr21	28228540
chr21	28228610
chr21	28306946
chr21	28306955
chr21	28306970
chr21	28307000
chr21	28307024
chr21	28319898
chr21	28319963
chr21	28339619
chr21	28339622
chr21	28339705
chr21	28339954
chr21	28339958
chr21	28339972
chr21	28339974
chr21	28339983
chr21	28339997
chr21	28340002
chr21	28371981
chr21	28372010
chr21	28387839
chr21	28387850
chr21	28387870
chr21	28387884
chr21	28387891
chr21	28387916
chr21	28398173
chr21	28398207
chr21	28398211
chr21	28433743
chr21	28433749
chr21	28433796
chr21	28433803
chr21	28433837
chr21	28433847
chr21	28459620
chr21	28459631
chr21	28474578
chr21	28474633
chr21	28474720
chr21	28474764
chr21	28474769
chr21	28474797
chr21	28474804
chr21	28474813
chr21	28479223
chr21	28479287
chr21	28508828
chr21	28508966
chr21	28508974
chr21	28509019
chr21	28562003
chr21	28562014
chr21	28562034
chr21	28562059
chr21	28562092
chr21	28562102
chr21	28562104
chr21	28562108
chr21	28594255
chr21	28594304
chr21	28594331
chr21	28674848
chr21	28674884
chr21	28674892
chr21	28674922
chr21	28674942
chr21	28683308
chr21	28683334
chr21	28683421
chr21	28683472
chr21	28683501
chr21	28702669
chr21	28702713
chr21	28702725
chr21	28702759
chr21	28702770
chr21	28702815
chr21	28702818
chr21	28702848
chr21	28702858
chr21	28702864
chr21	28715284
chr21	28715294
chr21	28715330
chr21	28715337
chr21	28715341
chr21	28715346
chr21	28715384
chr21	28715386
chr21	28715390
chr21	28753691
chr21	28753730
chr21	28757471
chr21	28757506
chr21	28757536
chr21	28757561
chr21	28757594
chr21	28757604
chr21	28788730
chr21	28788786
chr21	28788790
chr21	28938481
chr21	28938532
chr21	29192566
chr21	29192577
chr21	29192595
chr21	29192597
chr21	29192611
chr21	29192618
chr21	29192627
chr21	29192671
chr21	29201102
chr21	29201140
chr21	29201156
chr21	29201166
chr21	29201170
chr21	29201234
chr21	29201236
chr21	29201242
chr21	29201246
chr21	29201290
chr21	29257620
chr21	29257683
chr21	29257691
chr21	29257697
chr21	29257712
chr21	29257714
chr21	29257725
chr21	29257732
chr21	29257735
chr21	29257739
chr21	29257753
chr21	29257770
chr21	29257781
chr21	29257794
chr21	29257798
chr21	29352830
chr21	29352846
chr21	29352878
chr21	29430579
chr21	29430656
chr21	29430657
chr21	29430659
chr21	29430682
chr21	29430689
chr21	29434807
chr21	29434838
chr21	29434896
chr21	29434906
chr21	29439170
chr21	29439342
chr21	29476876
chr21	29476892
chr21	29484552
chr21	29484568
chr21	29484596
chr21	29484605
chr21	29484612
chr21	29484657
chr21	29484691
chr21	29484699
chr21	29484723
chr21	29506637
chr21	29506711
chr21	29537101
chr21	29537103
chr21	29537166
chr21	29537180
chr21	29537365
chr21	29567788
chr21	29591076
chr21	29591190
chr21	29591202
chr21	29636312
chr21	29636320
chr21	29636388
chr21	29701134
chr21	29701154
chr21	29701181
chr21	29701232
chr21	29701259
chr21	29701286
chr21	29768012
chr21	29768118
chr21	29859806
chr21	29859841
chr21	29961014
chr21	29961020
chr21	29961058
chr21	29961067
chr21	29961074
chr21	29961080
chr21	29961101
chr21	29961121
chr21	30015065
chr21	30015195
chr21	30015196
chr21	30015281
chr21	30015291
chr21	30067035
chr21	30067039
chr21	30067051
chr21	30067084
chr21	30067095
chr21	30067136
chr21	30067147
chr21	30094925
chr21	30094931
chr21	30094941
chr21	30094978
chr21	30094993
chr21	30095032
chr21	30119281
chr21	30119320
chr21	30119350
chr21	30119552
chr21	30157303
chr21	30157355
chr21	30157371
chr21	30157400
chr21	30157439
chr21	30257192
chr21	30257212
chr21	30257213
chr21	30257225
chr21	30257226
chr21	30257263
chr21	30257264
chr21	30257279
chr21	30257343
chr21	30257349
chr21	30307884
chr21	30307888
chr21	30307900
chr21	30307928
chr21	30307944
chr21	30307978
chr21	30307989
chr21	30308022
chr21	30360387
chr21	30360449
chr21	30370815
chr21	30381917
chr21	30381958
chr21	30381962
chr21	30381967
chr21	30382007
chr21	30382011
chr21	30436380
chr21	30436509
chr21	30445420
chr21	30445431
chr21	30445453
chr21	30445455
chr21	30445471
chr21	30445474
chr21	30445477
chr21	30445503
chr21	30445543
chr21	30445562
chr21	30445577
chr21	30445581
chr21	30445583
chr21	30445585
chr21	30445597
chr21	30445622
chr21	30445626
chr21	30445631
chr21	30445634
chr21	30445642
chr21	30445653
chr21	30445743
chr21	30445761
chr21	30445770
chr21	30445791
chr21	30445794
chr21	30445796
chr21	30445800
chr21	30445803
chr21	30445819
chr21	30445856
chr21	30445886
chr21	30462936
chr21	30462943
chr21	30462990
chr21	30462992
chr21	30462996
chr21	30463111
chr21	30473989
chr21	30474019
chr21	30474025
chr21	30495680
chr21	30495707
chr21	30495759
chr21	30500814
chr21	30500845
chr21	30500903
chr21	30500913
chr21	30500915
chr21	30500919
chr21	30531930
chr21	30533353
chr21	30533357
chr21	30533369
chr21	30540256
chr21	30540263
chr21	30540311
chr21	30540315
chr21	30564547
chr21	30564578
chr21	30564601
chr21	30564610
chr21	30564638
chr21	30564648
chr21	30564654
chr21	30615059
chr21	30615092
chr21	30697271
chr21	30697275
chr21	30697277
chr21	30697287
chr21	30697320
chr21	30697331
chr21	30697363
chr21	30697377
chr21	30704491
chr21	30704498
chr21	30704502
chr21	30721138
chr21	30721153
chr21	30721190
chr21	30721197
chr21	30721231
chr21	30800396
chr21	30800399
chr21	30800405
chr21	30800503
chr21	30808939
chr21	30850059
chr21	30850243
chr21	30857590
chr21	30857677
chr21	30857685
chr21	30857693
chr21	30857715
chr21	30857723
chr21	30857740
chr21	30857804
chr21	30857810
chr21	30857812
chr21	30857816
chr21	30913679
chr21	30927520
chr21	30927537
chr21	30927612
chr21	30947205
chr21	30947216
chr21	30947236
chr21	30947250
chr21	30947257
chr21	30947261
chr21	30947266
chr21	30947294
chr21	30947304
chr21	30947306
chr21	30947310
chr21	30953602
chr21	30953615
chr21	30953717
chr21	30953738
chr21	30955237
chr21	30955359
chr21	30961887
chr21	30961899
chr21	30961936
chr21	30961968
chr21	30961982
chr21	30962021
chr21	31028123
chr21	31028138
chr21	31028139
chr21	31028158
chr21	31028159
chr21	31028205
chr21	31028206
chr21	31028239
chr21	31028240
chr21	31028405
chr21	31028406
chr21	31028411
chr21	31028421
chr21	31028453
chr21	31028457
chr21	31065114
chr21	31065128
chr21	31065144
chr21	31065169
chr21	31066738
chr21	31079419
chr21	31079727
chr21	31099983
chr21	31100194
chr21	31100204
chr21	31128422
chr21	31128426
chr21	31128428
chr21	31128438
chr21	31128466
chr21	31128471
chr21	31128475
chr21	31128496
chr21	31138361
chr21	31138370
chr21	31138390
chr21	31138404
chr21	31138411
chr21	31154385
chr21	31154428
chr21	31154436
chr21	31154444
chr21	31154466
chr21	31154468
chr21	31154474
chr21	31154498
chr21	31241624
chr21	31243303
chr21	31243365
chr21	31278134
chr21	31278191
chr21	31278197
chr21	31278225
chr21	31278235
chr21	31278301
chr21	31312105
chr21	31312141
chr21	31312154
chr21	31312167
chr21	31312191
chr21	31312239
chr21	31312320
chr21	31312328
chr21	31334299
chr21	31334348
chr21	31389502
chr21	31389565
chr21	31389595
chr21	31389597
chr21	31389603
chr21	31389627
chr21	31458259
chr21	31458370
chr21	31491784
chr21	31501818
chr21	31501826
chr21	31501864
chr21	31501901
chr21	31501930
chr21	31501939
chr21	31535906
chr21	31535965
chr21	31536018
chr21	31536055
chr21	31536179
chr21	31538528
chr21	31538539
chr21	31538549
chr21	31538602
chr21	31538656
chr21	31577602
chr21	31577635
chr21	31577645
chr21	31577647
chr21	31577651
chr21	31578101
chr21	31578160
chr21	31578208
chr21	31592760
chr21	31598691
chr21	31598695
chr21	31598733
chr21	31598742
chr21	31609110
chr21	31609141
chr21	31609155
chr21	31609166
chr21	31609171
chr21	31609187
chr21	31640613
chr21	31640673
chr21	31640688
chr21	31693804
chr21	31693890
chr21	31747258
chr21	31747282
chr21	31747290
chr21	31747323
chr21	31747379
chr21	31747384
chr21	31747412
chr21	31747422
chr21	31747424
chr21	31747428
chr21	31747709
chr21	31747720
chr21	31766565
chr21	31766587
chr21	31766595
chr21	31766618
chr21	31770634
chr21	31770638
chr21	31770643
chr21	31770686
chr21	31806254
chr21	31806375
chr21	31835704
chr21	31835735
chr21	31835749
chr21	31835760
chr21	31835765
chr21	31835793
chr21	31835803
chr21	31835809
chr21	31883587
chr21	31883603
chr21	31883763
chr21	31942906
chr21	31943042
chr21	31943063
chr21	31943079
chr21	31969954
chr21	31969959
chr21	31970003
chr21	31970070
chr21	31970094
chr21	32033727
chr21	32033821
chr21	32033822
chr21	32033836
chr21	32079460
chr21	32079491
chr21	32079524
chr21	32159502
chr21	32159506
chr21	32159508
chr21	32159518
chr21	32159547
chr21	32159552
chr21	32159556
chr21	32159577
chr21	32159597
chr21	32159608
chr21	32197584
chr21	32197593
chr21	32197599
chr21	32209679
chr21	32209693
chr21	32209704
chr21	32209709
chr21	32209737
chr21	32209749
chr21	32209753
chr21	32214422
chr21	32214449
chr21	32214494
chr21	32214498
chr21	32255876
chr21	32255882
chr21	32255892
chr21	32255936
chr21	32255950
chr21	32255981
chr21	32256014
chr21	32256026
chr21	32256046
chr21	32313588
chr21	32313602
chr21	32313645
chr21	32377212
chr21	32377344
chr21	32397251
chr21	32397284
chr21	32397372
chr21	32397384
chr21	32433734
chr21	32433750
chr21	32433778
chr21	32433794
chr21	32433808
chr21	32447389
chr21	32469202
chr21	32469206
chr21	32469214
chr21	32469268
chr21	32469283
chr21	32486142
chr21	32486146
chr21	32486178
chr21	32486200
chr21	32486220
chr21	32486234
chr21	32486240
chr21	32486263
chr21	32486271
chr21	32492856
chr21	32492883
chr21	32492920
chr21	32492941
chr21	32493018
chr21	32493037
chr21	32499956
chr21	32499981
chr21	32499986
chr21	32500014
chr21	32500024
chr21	32500026
chr21	32500030
chr21	32500155
chr21	32528157
chr21	32528220
chr21	32533053
chr21	32533065
chr21	32536429
chr21	32536445
chr21	32536478
chr21	32536489
chr21	32536503
chr21	32536523
chr21	32536567
chr21	32536575
chr21	32536599
chr21	32536623
chr21	32539643
chr21	32539652
chr21	32539696
chr21	32544919
chr21	32544939
chr21	32550859
chr21	32553457
chr21	32556445
chr21	32556484
chr21	32556486
chr21	32556517
chr21	32569907
chr21	32569921
chr21	32569928
chr21	32569932
chr21	32569965
chr21	32569975
chr21	32569977
chr21	32569985
chr21	32606105
chr21	32606174
chr21	32606178
chr21	32606191
chr21	32606254
chr21	32606282
chr21	32651255
chr21	32651308
chr21	32682759
chr21	32682768
chr21	32682814
chr21	32689491
chr21	32689535
chr21	32689598
chr21	32691815
chr21	32691821
chr21	32691864
chr21	32691889
chr21	32691920
chr21	32691951
chr21	32691963
chr21	32691987
chr21	32706725
chr21	32706731
chr21	32706732
chr21	32706762
chr21	32706763
chr21	32706854
chr21	32706870
chr21	32707296
chr21	32707332
chr21	32707334
chr21	32708661
chr21	32708879
chr21	32708906
chr21	32708907
chr21	32709044
chr21	32710379
chr21	32710397
chr21	32710449
chr21	32710467
chr21	32710477
chr21	32710496
chr21	32710529
chr21	32716418
chr21	32716431
chr21	32716453
chr21	32716468
chr21	32716469
chr21	32716470
chr21	32716471
chr21	32716474
chr21	32716475
chr21	32716484
chr21	32716485
chr21	32716545
chr21	32716555
chr21	32716585
chr21	32716632
chr21	32716673
chr21	32716710
chr21	32716713
chr21	32731831
chr21	32731847
chr21	32731875
chr21	32738167
chr21	32738199
chr21	32738244
chr21	32741276
chr21	32741280
chr21	32741292
chr21	32741320
chr21	32741325
chr21	32741329
chr21	32741336
chr21	32741342
chr21	32745120
chr21	32745168
chr21	32745230
chr21	32745238
chr21	32745262
chr21	32772733
chr21	32774249
chr21	32774293
chr21	32774298
chr21	32774323
chr21	32774354
chr21	32774980
chr21	32774984
chr21	32774996
chr21	32775028
chr21	32775033
chr21	32775058
chr21	32775089
chr21	32775651
chr21	32775682
chr21	32775696
chr21	32775703
chr21	32775707
chr21	32775740
chr21	32775756
chr21	32785774
chr21	32785785
chr21	32785805
chr21	32785816
chr21	32785819
chr21	32785830
chr21	32785835
chr21	32790579
chr21	32790586
chr21	32790603
chr21	32790611
chr21	32790633
chr21	32790641
chr21	32799521
chr21	32799574
chr21	32799581
chr21	32799595
chr21	32802259
chr21	32831130
chr21	32831138
chr21	32834128
chr21	32834169
chr21	32834180
chr21	32834200
chr21	32834218
chr21	32834227
chr21	32834248
chr21	32835853
chr21	32838029
chr21	32838033
chr21	32838048
chr21	32838074
chr21	32838085
chr21	32838126
chr21	32838161
chr21	32838314
chr21	32838343
chr21	32838560
chr21	32838568
chr21	32840652
chr21	32840710
chr21	32840720
chr21	32840743
chr21	32840811
chr21	32840817
chr21	32840860
chr21	32840864
chr21	32840871
chr21	32843415
chr21	32843486
chr21	32843519
chr21	32860202
chr21	32860248
chr21	32860252
chr21	32860287
chr21	32860297
chr21	32860301
chr21	32861128
chr21	32861360
chr21	32861381
chr21	32878036
chr21	32878042
chr21	32878088
chr21	32878092
chr21	32878107
chr21	32878115
chr21	32878120
chr21	32878150
chr21	32888390
chr21	32888407
chr21	32930771
chr21	32930793
chr21	32930798
chr21	32930828
chr21	32930837
chr21	32930857
chr21	32930875
chr21	32930877
chr21	32930881
chr21	32930884
chr21	32930894
chr21	32930911
chr21	32930920
chr21	32930927
chr21	32930930
chr21	32931030
chr21	32931072
chr21	32932491
chr21	32932497
chr21	32932502
chr21	32933040
chr21	32933083
chr21	32942504
chr21	32942510
chr21	32942531
chr21	32942548
chr21	32942557
chr21	32942572
chr21	32957964
chr21	32958114
chr21	32958120
chr21	32958181
chr21	32963371
chr21	32963425
chr21	33013736
chr21	33013740
chr21	33013807
chr21	33013841
chr21	33013902
chr21	33013957
chr21	33016639
chr21	33016643
chr21	33016655
chr21	33016683
chr21	33016688
chr21	33016713
chr21	33019572
chr21	33019602
chr21	33027403
chr21	33027426
chr21	33027428
chr21	33027455
chr21	33027457
chr21	33027487
chr21	33027520
chr21	33031523
chr21	33031539
chr21	33031612
chr21	33031640
chr21	33031705
chr21	33031735
chr21	33031737
chr21	33032872
chr21	33033908
chr21	33033911
chr21	33033922
chr21	33033927
chr21	33033955
chr21	33033967
chr21	33033971
chr21	33035049
chr21	33035053
chr21	33035065
chr21	33035093
chr21	33035098
chr21	33035109
chr21	33035143
chr21	33035154
chr21	33058029
chr21	33091850
chr21	33091890
chr21	33091904
chr21	33091921
chr21	33091943
chr21	33091979
chr21	33096256
chr21	33103613
chr21	33103621
chr21	33103627
chr21	33103633
chr21	33103640
chr21	33103642
chr21	33103654
chr21	33103660
chr21	33103670
chr21	33103721
chr21	33103731
chr21	33103745
chr21	33103751
chr21	33103753
chr21	33112143
chr21	33112229
chr21	33112247
chr21	33113382
chr21	33113420
chr21	33113512
chr21	33117392
chr21	33117398
chr21	33117423
chr21	33117436
chr21	33117441
chr21	33117455
chr21	33117466
chr21	33117497
chr21	33128137
chr21	33128213
chr21	33132485
chr21	33132489
chr21	33132529
chr21	33132534
chr21	33132554
chr21	33160376
chr21	33160420
chr21	33170719
chr21	33170735
chr21	33170763
chr21	33170793
chr21	33184179
chr21	33184188
chr21	33184226
chr21	33184232
chr21	33238406
chr21	33238444
